REFSEQ	SYMBOL
NM_001284361	BOLL
NM_016569	TBX3
NM_001520	GTF3C1
NM_001287036	KIAA1958
NM_005715	UST
NM_014924	ATG14
NM_001287137	CDK14
NM_198086	AJUBA
NM_001195304	BBIP1
NM_014741	ATG13
NM_001204890	ISY1-RAB43
NM_024652	LRRK1
NM_001014434	LHX9
NM_001098402	ZBTB21
NM_212478	FN1
NM_002792	PSMA7
NM_001270897	TRAPPC3
NM_001286637	C6orf89
NM_001190472	MTRNR2L3
NM_138453	RAB3C
NM_001256438	CABLES1
NM_001321932	FGF14
NM_001042506	PABPC1L2B
NM_022486	SUSD1
NM_001270940	XPO6
NM_133465	KIAA1958
NM_174886	TGIF1
NM_173631	ZNF547
NM_021144	PSIP1
NM_001190996	ARPC1A
NM_198706	HSD11B1L
NM_001300983	DLG2
NM_001204077	UBE4A
NM_006742	PSKH1
NM_020239	CDC42SE1
NM_004744	LRAT
NM_016557	ACKR4
NM_003073	SMARCB1
NM_006155	SEPTIN2
NM_001252150	SLC39A9
NM_001317900	PSIP1
NM_001033044	GLUL
NM_002822	TWF1
NM_001286051	FAM168A
NM_001289161	MICB
NM_001191060	SLC25A22
NM_021950	MS4A1
NM_001321941	FGF14
NM_148172	PEMT
NM_001195059	PLEKHO2
NM_001267870	HSD11B1L
NM_001322968	OAT
NM_001030007	AP1G1
NM_000274	OAT
NM_007011	ABHD2
NM_012163	LRRC29
NM_001128608	MAPKBP1
NM_001282662	MRTFA
NM_018375	SLC39A9
NM_001308027	MSANTD2
NM_001128227	GNE
NM_025234	WDR61
NM_018263	ASXL2
NM_001282643	SUSD1
NM_182772	CREM
NM_001205119	ATG13
NM_001127	AP1B1
NM_031991	PTBP1
NM_001324390	HMBOX1
NM_001364	DLG2
NM_001318886	HMGN3
NM_001174061	SMG7
NM_001170574	TENT5D
NM_002026	FN1
NM_001321939	FGF14
NM_001130702	BSCL2
NM_000161	GCH1
NM_016287	HP1BP3
NM_001282278	MATR3
NM_003081	SNAP25
NM_001105214	ASH2L
NM_001270452	PRSS21
NM_020727	ZBTB21
NM_001306131	FN1
NM_018699	PRDM5
NM_145175	LRATD1
NM_002841	PTPRG
NM_001321948	FGF14
NM_001324384	HMBOX1
NM_014056	HIGD1A
NM_001322970	OAT
NM_004892	SEC22B
NM_001776	ENTPD1
NM_001271014	KTN1
NM_181785	SLC46A3
NM_001303000	LIPI
NM_001304451	PGD
NM_001317946	SMARCB1
NM_002382	MAX
NM_001277224	TAGLN2
NM_001243533	PDIK1L
NM_015596	KLK13
NM_005637	SS18
NM_001829	CLCN3
NM_001012977	PABPC1L2A
NM_182771	CREM
NM_001199514	TGIF2
NM_031263	HNRNPK
NM_001167959	TMEM178A
NM_001199214	STMN2
NM_001303451	KLHL36
NM_153265	EML3
NM_176823	S100A7A
NM_001166037	ZNF260
NM_000402	G6PD
NM_002607	PDGFA
NM_001258311	PGBD5
NM_001164183	ENTPD1
NM_003769	SRSF9
NM_014232	VAMP2
NM_001302891	CEP112
NM_001199165	CEP112
NM_001244946	STEAP2
NM_001321903	HACD4
NM_001302819	C22orf24
NM_001013649	C2orf68
NM_014876	JOSD1
NM_001083914	CTBP2
NM_173485	TSHZ2
NM_001286426	RNGTT
NM_006411	AGPAT1
NM_001271164	PTGS1
NM_003417	ZNF264
NM_001201404	WASF2
NM_002372	MAN2A1
NM_147233	NCOA1
NM_001556	IKBKB
NM_006037	HDAC4
NM_001205122	ATG13
NM_001004055	LRRC29
NM_053031	MYLK
NM_003290	TPM4
NM_001321074	DLG4
NM_012309	SHANK2
NM_001127244	LRRC8A
NM_001008660	PICALM
NM_005760	CEBPZ
NM_001321035	SEPTIN2
NM_001267567	CREM
NM_021061	ZNF250
NM_001165924	EMX2
NM_152734	C6orf89
NM_020441	CORO1B
NM_001321933	FGF14
NM_006626	ZBTB6
NM_014321	ORC6
NM_001271368	PTGS1
NM_001130009	GEN1
NM_001321080	HACE1
NM_181459	PAX3
NM_001199633	SLC28A3
NM_001265614	SLC25A25
NM_001037325	CEP112
NM_001318887	HMGN3
NM_003262	SEC62
NM_015266	SLC9A8
NM_012415	RAD54B
NM_004285	H6PD
NM_181425	FXN
NM_014456	PDCD4
NM_003022	SH3BGRL
NM_053026	MYLK
NM_001290983	DLG1
NM_001288732	TEX2
NM_003068	SNAI2
NM_016403	CWC15
NM_001025239	TSPAN4
NM_004788	UBE4A
NM_145341	PDCD4
NM_022802	CTBP2
NM_001195305	BBIP1
NM_001322969	OAT
NM_014112	TRPS1
NM_018364	RSBN1
NM_017590	ZC3H7B
NM_021082	SLC15A2
NM_001322903	SNAP25
NM_001012756	ZNF260
NM_033083	EAF1
NM_001289160	MICB
NM_001122606	LAMP2
NM_001042576	RRBP1
NM_021116	ADCY1
NM_001167575	CAAP1
NM_006888	CALM1
NM_017491	WDR1
NM_018933	PCDHB13
NM_007166	PICALM
NM_001146267	GPR85
NM_003390	WEE1
NM_001146188	TOX3
NM_001098403	ZBTB21
NM_001142685	ARHGAP32
NM_001205317	RIMS4
NM_005931	MICB
NM_173207	TGIF1
NM_001321940	FGF14
NM_018834	MATR3
NM_018344	SLC29A3
NM_001317901	FAM72A
NM_016239	MYO15A
NM_024731	KLHL36
NM_001281726	BTD
NM_152263	TPM3
NM_015159	FAM168A
NM_001191061	SLC25A22
NM_003012	SFRP1
NM_173872	CLCN3
NM_175913	JPH2
NM_001514	GTF2B
NM_001303247	WDR61
NM_001080396	FAM155A
NM_001324392	HMBOX1
NM_001282735	SPATS2L
NM_001321947	FGF14
NM_021925	LDAH
NM_001198999	SEMA6D
NM_001267871	HSD11B1L
NM_001301668	AZIN1
NM_001199280	HAS3
NM_001277223	TAGLN2
NM_001320731	ZBTB21
NM_002640	SERPINB8
NM_004124	GMFB
NM_001199513	TGIF2
NM_001130448	C15orf62
NM_001322908	SNAP25
NM_001252148	SLC39A9
NM_024889	PLEKHS1
NM_001193416	DDX3X
NM_001166038	ZNF260
NM_001153	ANXA4
NM_138730	HMGN3
NM_001243374	CLCN3
NM_022918	TMEM135
NM_032730	RTN4IP1
NM_001308201	SS18
NM_001320149	FAM72B
NM_001287136	CDK14
NM_001130678	EIF4E
NM_001306132	FN1
NM_001270896	TRAPPC3
NM_001034914	KCNIP3
NM_001271367	PTGS1
NM_001321034	SEPTIN2
NM_001278682	TGIF1
NM_014408	TRAPPC3
NM_001267564	CREM
NM_001135726	HMBOX1
NM_001205121	ATG13
NM_000149	FUT3
NM_153604	MYOCD
NM_183013	CREM
NM_001282272	ASH2L
NM_001321075	DLG4
NM_006799	PRSS21
NM_001128	AP1G1
NM_003958	RNF8
NM_032876	AJUBA
NM_001025234	TSPAN4
NM_001005612	EDA
NM_020771	HACE1
NM_001282142	TFE3
NM_018290	PGM2
NM_198708	HSD11B1L
NM_182717	CREM
NM_001173982	CHST11
NM_006041	HS3ST3B1
NM_014447	ARFIP1
NM_001162422	ETS1
NM_001278730	GAS2L1
NM_015878	AZIN1
NM_001286572	RNF40
NM_005112	WDR1
NM_181571	CREM
NM_001286556	EVA1C
NM_148174	AZIN1
NM_001286723	FAM120A
NM_020936	DDX55
NM_001287433	ARFIP1
NM_198490	RAB43
NM_001198993	NADK
NM_001282463	C14orf132
NM_002410	MGAT5
NM_173208	TGIF1
NM_001317896	SMIM14
NM_007351	MMRN1
NM_032377	ELOF1
NM_020700	PPM1H
NM_001321943	FGF14
NM_017799	TMEM260
NM_013434	KCNIP3
NM_015919	ZNF226
NM_001267551	PEMT
NM_001204386	DLG1
NM_001278911	KCNMB2
NM_152866	MS4A1
NM_001004106	GRK6
NM_182770	CREM
NM_001318884	HMGN3
NM_002646	PIK3C2B
NM_001321014	CTBP2
NM_020683	TMIGD3
NM_145315	AFG1L
NM_173211	TGIF1
NM_001085454	GIT1
NM_006178	NSF
NM_001195306	BBIP1
NM_001101387	PIRT
NM_001272077	RIT2
NM_001166252	PLPPR4
NM_201568	SMG7
NM_001321013	CTBP2
NM_001032374	ZNF226
NM_001243783	BBIP1
NM_003685	KHSRP
NM_002827	PTPN1
NM_145690	YWHAZ
NM_152470	RNF165
NM_194247	HNRNPA3
NM_001079521	KTN1
NM_001205263	RAD54B
NM_018469	TEX2
NM_133266	SHANK2
NM_001303459	IFT52
NM_001659	ARF3
NM_000371	TTR
NM_182720	CREM
NM_001280560	ANP32E
NM_005433	YES1
NM_001282719	LDAH
NM_007169	PEMT
NM_001195297	MIPOL1
NM_001287498	SLC37A3
NM_153226	SLC35G1
NM_001199382	RNF145
NM_001064	TKT
NM_001025238	TSPAN4
NM_001080825	TMEM120B
NM_001010854	TTC7B
NM_001204887	RAB43
NM_001289413	EHMT2
NM_001128219	VGLL4
NM_153617	SEMA6D
NM_001267869	HSD11B1L
NM_018085	IPO9
NM_052901	SLC25A25
NM_147223	NCOA1
NM_005546	ITK
NM_182970	RIMS4
NM_001276490	SERPINB8
NM_001171814	OAT
NM_001199380	RNF145
NM_001322974	OAT
NM_006493	CLN5
NM_001018070	CORO1B
NM_004115	FGF14
NM_001202516	CFLAR
NM_001025237	TSPAN4
NM_001005909	IP6K2
NM_001256550	MPP5
NM_001322907	SNAP25
NM_001126121	SLC25A19
NM_018319	TDP1
NM_015948	SLC35B3
NM_001128833	ZBTB4
NM_144660	SAMD8
NM_173210	TGIF1
NM_152671	PIKFYVE
NM_181460	PAX3
NM_183012	CREM
NM_001256876	KANK1
NM_001097639	FUT3
NM_001199943	SH3GL1
NM_001321031	SEPTIN2
NM_001304442	MMP8
NM_001083591	CELF2
NM_015297	PHF24
NM_152835	PDIK1L
NM_001660	ARF4
NM_144956	PRSS21
NM_001164178	ENTPD1
NM_138731	MIPOL1
NM_001318885	HMGN3
NM_013433	TNPO2
NM_181519	SYT15
NM_001083926	ASRGL1
NM_001324389	HMBOX1
NM_014990	RALGAPA1
NM_001127183	CFLAR
NM_001128205	SULF1
NM_001252151	SLC39A9
NM_001244945	STEAP2
NM_001286648	SLC45A4
NM_003879	CFLAR
NM_001324382	HMBOX1
NM_001252660	EPB41L2
NM_182625	GEN1
NM_024315	TMEM243
NM_001307990	MAP4K2
NM_001166108	PALLD
NM_001098424	DLG1
NM_001271165	PTGS1
NM_000144	FXN
NM_001170724	TEX35
NM_002455	MTX1
NM_012482	ZNF281
NM_001198682	NME2
NM_182721	CREM
NM_001301645	LRAT
NM_194301	RALGAPA1
NM_144781	PDCD2
NM_013276	SHPK
NM_152240	ZMAT3
NM_005160	GRK3
NM_144977	DENND1B
NM_004774	MED1
NM_001308028	FER
NM_003714	STC2
NM_014030	GIT1
NM_152641	ARID2
NM_001111	ADAR
NM_001242397	TWF1
NM_178010	SOX5
NM_001168724	TMEM135
NM_017845	COMMD8
NM_017655	GIPC2
NM_016060	MED31
NM_148173	PEMT
NM_001143820	ETS1
NM_001167577	TRPC7
NM_053028	MYLK
NM_173209	TGIF1
NM_001142700	DLG2
NM_004719	SCAF11
NM_001145729	LMNTD1
NM_198461	LONRF2
NM_032575	GLIS2
NM_001114734	PABPC4L
NM_173165	NFATC3
NM_001321942	FGF14
NM_145290	ADGRA3
NM_153498	CAMK1D
NM_001079522	KTN1
NM_153234	LIX1
NM_001287432	ARFIP1
NM_024698	SLC25A22
NM_005381	NCL
NM_005584	MAB21L1
NM_001194956	MATR3
NM_006446	SLCO1B1
NM_001204814	ZNF586
NM_001323578	IFT52
NM_001204888	RAB43
NM_015129	SEPTIN6
NM_001002857	ANXA2
NM_052886	MAL2
NM_001320371	ZNF582
NM_032569	GLYR1
NM_001669	ARSD
NM_001322965	OAT
NM_001177507	AOAH
NM_001135919	SLC46A3
NM_001195307	BBIP1
NM_001199381	RNF145
NM_001282743	SPATS2L
NM_182769	CREM
NM_001098175	ENTPD1
NM_030753	WNT3
NM_001303470	MAP11
NM_002622	PFDN1
NM_001321012	CTBP2
NM_017705	PAQR5
NM_001301210	MYEF2
NM_004242	HMGN3
NM_001310	CREBL2
NM_001127714	HIVEP3
NM_001135702	YWHAZ
NM_001324395	HMBOX1
NM_001322909	SNAP25
NM_173694	ATP11C
NM_080621	SAMD10
NM_016281	TAOK3
NM_001085049	MRAS
NM_001252152	SLC39A9
NM_014802	C2CD5
NM_014594	ZNF354C
NM_006650	CPLX2
NM_181461	PAX3
NM_001127628	FBP1
NM_014839	PLPPR4
NM_001127245	LRRC8A
NM_138701	MPLKIP
NM_001321030	SEPTIN2
NM_183011	CREM
NM_001304441	MMP8
NM_032796	SYAP1
NM_004555	NFATC3
NM_001166019	AP1B1
NM_173156	SMG7
NM_001113567	LRRC75A
NM_001206769	DLG2
NM_022470	ZMAT3
NM_001025107	ADAR
NM_176822	NLRP14
NM_001135774	SYN3
NM_001171627	VEGFA
NM_007030	TPPP
NM_001038707	CDC42SE1
NM_017652	ZNF586
NM_006732	FOSB
NM_001260491	SLC9A8
NM_001244698	ZFP36L1
NM_032741	AGPAT1
NM_001322906	SNAP25
NM_005297	MCHR1
NM_001287222	ARPC3
NM_001271166	PTGS1
NM_001321949	FGF14
NM_019109	ALG1
NM_181361	KCNMB2
NM_016028	KMT5B
NM_001134658	SLC35G1
NM_178863	KCTD13
NM_005868	BET1
NM_019594	LRRC8A
NM_001289003	PHLPP2
NM_004162	RAB5A
NM_001166036	ZNF260
NM_001637	AOAH
NM_001199515	TGIF2
NM_207387	LRRC75A
NM_144957	PRSS21
NM_020824	ARHGAP21
NM_001300909	KMT5B
NM_001172509	SATB2
NM_001128204	SULF1
NM_001170637	SRGAP2
NM_021173	POLD4
NM_000270	PNP
NM_001312654	ENTPD1
NM_178445	ACKR4
NM_020827	CFAP97
NM_152860	SP7
NM_052831	SLC18B1
NM_002520	NPM1
NM_152621	SGMS2
NM_001135058	COCH
NM_012175	FBXO3
NM_001134470	DIPK2A
NM_001316352	PTH
NM_001308205	SSR3
NM_033345	RGS8
NM_001142640	TNRC6C
NM_001003684	UQCR10
NM_001297767	MRPS18C
NM_181886	UBE2D3
NM_001199622	NCOA7
NM_017780	CHD7
NM_001243007	PROX2
NM_001276366	C9orf153
NM_001135864	ETFBKMT
NM_007041	ATE1
NM_014236	GNPAT
NM_145266	NUDCD2
NM_001499	GLE1
NM_030799	YIPF5
NM_173480	ZNF57
NM_001127211	SHTN1
NM_001198626	RUNX1T1
NM_001308319	CHD9
NM_001098208	HNRNPF
NM_001320810	CTNNA2
NM_002986	CCL11
NM_020871	LRCH2
NM_001243963	LRCH2
NM_080415	SEPTIN4
NM_032286	MED10
NM_001082973	CASC1
NM_138394	HNRNPLL
NM_001098204	HNRNPF
NM_001198634	RUNX1T1
NM_020459	PAIP2B
NM_194250	ZNF804A
NM_002727	SRGN
NM_001319070	ITGB1BP1
NM_198124	CSMD3
NM_000315	PTH
NM_032342	TMEM246
NM_198435	AURKA
NM_001201397	EDNRB
NM_001282600	CTNNA2
NM_014367	FAM162A
NM_016067	MRPS18C
NM_017987	RUFY2
NM_001122842	NCOA7
NM_001288734	ATE1
NM_017913	CDC37L1
NM_013354	CNOT7
NM_025134	CHD9
NM_006416	SLC35A1
NM_001256821	RIT1
NM_001102575	SNX18
NM_007107	SSR3
NM_001006658	CR2
NM_017831	RNF125
NM_017922	PRPF39
NM_033201	BMERB1
NM_015247	CYLD
NM_001082972	CASC1
NM_001290354	DHFR
NM_015566	FAM169A
NM_001168398	SLC35A1
NM_033426	CIPC
NM_181782	NCOA7
NM_001134415	TBCCD1
NM_001308204	SSR3
NM_052900	CSMD3
NM_001077268	ZFYVE19
NM_003672	CDC14A
NM_001300795	UBE2D3
NM_001195643	DHFR2
NM_001319067	ITGB1BP1
NM_001322091	CNOT7
NM_001271732	YIPF5
NM_016118	NUB1
NM_022334	ITGB1BP1
NM_172020	POM121
NM_001282597	CTNNA2
NM_001128424	GASK1B
NM_001098207	HNRNPF
NM_001198627	RUNX1T1
NM_001318806	TBC1D7
NM_001031806	ALDH3A2
NM_001291494	ITGA8
NM_021998	ZNF711
NM_018272	CASC1
NM_017691	LRRC49
NM_173802	ETFBKMT
NM_214711	PRR27
NM_001079872	CUL4B
NM_001322409	HIKESHI
NM_001317998	ZNF677
NM_001134937	FIP1L1
NM_001031700	GASK1B
NM_181888	UBE2D3
NM_018948	ERRFI1
NM_138980	MAPK10
NM_001300783	PRR16
NM_001204307	GC
NM_182664	RASSF5
NM_000791	DHFR
NM_001164883	CTNNA2
NM_198436	AURKA
NM_014041	SPCS1
NM_006275	SRSF6
NM_032143	ZRANB3
NM_001077199	SREK1
NM_001323303	AURKA
NM_001302770	CSN2
NM_001142469	BMERB1
NM_004098	EMX2
NM_001318095	IL6
NM_018402	IL26
NM_003690	PRKRA
NM_001136257	SGMS2
NM_001199017	LRRC49
NM_001099639	ZNF146
NM_182848	CLDN10
NM_001319066	ITGB1BP1
NM_001286746	BORA
NM_021021	SNTB1
NM_001243351	NUB1
NM_001160094	ACOT13
NM_007145	ZNF146
NM_001324308	NMBR
NM_001142650	HNRNPLL
NM_002190	IL17A
NM_001100873	C16orf46
NM_183043	RNF6
NM_198506	LRIT3
NM_001316350	GNPAT
NM_001080408	PROX2
NM_001316362	PRKRA
NM_002511	NMBR
NM_173552	DIPK2A
NM_001323529	SREK1
NM_001308197	SSR3
NM_138962	MSI2
NM_007062	PWP1
NM_001100389	TMEM192
NM_001323049	PHTF1
NM_173665	KIAA0825
NM_001258421	ZFYVE19
NM_001039905	C15orf56
NM_022160	DMRTA1
NM_001877	CR2
NM_001288736	ATE1
NM_018303	EXOC2
NM_001195430	DCLK1
NM_001322090	CNOT7
NM_018464	CISD1
NM_139168	SREK1
NM_001322097	CNOT7
NM_001256316	CHST9
NM_001184692	NPNT
NM_001198628	RUNX1T1
NM_003340	UBE2D3
NM_005102	FEZ2
NM_018058	CRTAC1
NM_139169	TRUB1
NM_001083335	ZNF112
NM_018225	SMU1
NM_003638	ITGA8
NM_002753	MAPK10
NM_198437	AURKA
NM_031469	SH3BGRL2
NM_001323304	AURKA
NM_001713	BHMT
NM_001083956	ZNF655
NM_015981	CAMK2A
NM_181891	UBE2D3
NM_175634	RUNX1T1
NM_181887	UBE2D3
NM_001293628	PAPOLA
NM_001005739	VPS54
NM_032859	ABHD13
NM_001317962	PWP1
NM_001126328	LNX1
NM_001099638	ZNF146
NM_052898	XKR4
NM_001198631	RUNX1T1
NM_032884	C1orf94
NM_183044	RNF6
NM_019895	CLDND1
NM_002787	PSMA2
NM_198085	RNF148
NM_001199018	LRRC49
NM_001184693	NPNT
NM_001286747	BORA
NM_015203	RPRD2
NM_001322407	HIKESHI
NM_001282599	CTNNA2
NM_001319068	ITGB1BP1
NM_018138	TBCCD1
NM_017784	OSBPL10
NM_001029881	CIB4
NM_198123	CSMD3
NM_019067	GNL3L
NM_003305	TRPC3
NM_001198630	RUNX1T1
NM_198434	AURKA
NM_003477	PDHX
NM_000112	SLC26A2
NM_005977	RNF6
NM_020143	PNO1
NM_016401	HIKESHI
NM_001198629	RUNX1T1
NM_001321054	SRGN
NM_001288735	ATE1
NM_001257998	VPS50
NM_001278535	NEURL2
NM_000115	EDNRB
NM_001134405	RUNDC3B
NM_001300731	AMBRA1
NM_025075	THOC7
NM_001278594	ALDH6A1
NM_001322095	CNOT7
NM_015082	FSTL4
NM_004234	ZNF235
NM_001134657	PRR23C
NM_177452	TRAPPC6B
NM_005915	MCM6
NM_001322096	CNOT7
NM_006915	RP2
NM_001142684	ZMYM5
NM_001099415	POM121C
NM_032622	LNX1
NM_130838	UBE3A
NM_001042548	FEZ2
NM_001285404	THOC7
NM_004585	PLAAT4
NM_001323535	SREK1
NM_005589	ALDH6A1
NM_001040199	CLDND1
NM_001303107	TMEM246
NM_001040183	CLDND1
NM_001873	CPE
NM_001139518	PRKRA
NM_173470	MMGT1
NM_138290	RUNDC3B
NM_181889	UBE2D3
NM_001145427	SNX18
NM_001316690	CHD7
NM_001324307	NMBR
NM_152373	ZNF684
NM_001282598	CTNNA2
NM_001130698	TRPC3
NM_001303108	TMEM246
NM_001134734	C1orf94
NM_001323534	SREK1
NM_001297765	CETN3
NM_000462	UBE3A
NM_175635	RUNX1T1
NM_025181	SLC35F5
NM_001323527	SREK1
NM_001204102	CASC1
NM_001204306	GC
NM_001042705	IQCJ
NM_001323305	AURKA
NM_052923	ZBED9
NM_001286569	ZRANB3
NM_001122659	EDNRB
NM_001017390	SULT1A4
NM_001008225	CNOT4
NM_001042355	CYLD
NM_001042412	CYLD
NM_001040182	CLDND1
NM_001190489	MTRNR2L7
NM_000440	PDE6A
NM_014585	SLC40A1
NM_001320714	DOP1B
NM_001136498	CISD3
NM_001286791	CWH43
NM_000382	ALDH3A2
NM_004763	ITGB1BP1
NM_001258420	ZFYVE19
NM_001891	CSN2
NM_001040181	CLDND1
NM_198463	C3orf67
NM_144979	RBM46
NM_001198633	RUNX1T1
NM_019051	MRPL50
NM_001318069	MAPK10
NM_001003679	LEPR
NM_005603	ATP8B1
NM_018143	KLHL11
NM_001323047	PHTF1
NM_000583	GC
NM_001319977	CASC1
NM_002122	HLA-DQA1
NM_201559	FOXO3
NM_001319665	TMEM51
NM_001319083	ZNF57
NM_002703	PPAT
NM_000508	FGA
NM_001303457	TTI1
NM_001290357	DHFR
NM_001184691	NPNT
NM_015569	DNM3
NM_175636	RUNX1T1
NM_001284357	LRRC49
NM_016132	MYEF2
NM_001286749	TBCCD1
NM_004365	CETN3
NM_005128	DOP1B
NM_001008495	TMEM64
NM_015617	PYGO1
NM_001136127	DNM3
NM_001267783	AMBRA1
NM_019091	PLEKHA3
NM_025087	CWH43
NM_001004441	ANKRD34B
NM_181890	UBE2D3
NM_001018008	TPM1
NM_031422	CHST9
NM_001139517	PRKRA
NM_001323533	SREK1
NM_024010	MTRR
NM_001193331	AOPEP
NM_001199619	NCOA7
NM_001174060	OSBPL10
NM_152233	SNX6
NM_017632	CDKN2AIP
NM_014015	DEXI
NM_020207	ERCC6L2
NM_152450	FAM81A
NM_001714	BICD1
NM_001198632	RUNX1T1
NM_003600	AURKA
NM_001173467	SP7
NM_016613	GASK1B
NM_006984	CLDN10
NM_001008783	SLC35D3
NM_024808	BORA
NM_015608	EDRF1
NM_152319	C12orf54
NM_001258298	SHTN1
NM_001008536	TCHHL1
NM_004086	COCH
NM_001287816	UBAP2L
NM_013380	ZNF112
NM_006912	RIT1
NM_173467	MCAT
NM_001079537	TRAPPC6B
NM_001193335	ASPN
NM_001322093	CNOT7
NM_001098206	HNRNPF
NM_001024947	YIPF5
NM_016448	DTL
NM_198433	AURKA
NM_001317963	PWP1
NM_004389	CTNNA2
NM_000255	MMUT
NM_178815	ARL5B
NM_001323048	PHTF1
NM_001285387	THOC7
NM_001160100	CLDN10
NM_001009960	ZNF655
NM_001102450	RGS8
NM_005684	GPR52
NM_001199620	NCOA7
NM_004349	RUNX1T1
NM_001297769	MRPS18C
NM_017680	ASPN
NM_001198679	RUNX1T1
NM_001319069	ITGB1BP1
NM_017667	VPS50
NM_182609	ZNF677
NM_001293632	PAPOLA
NM_001319978	CASC1
NM_001081461	JMJD6
NM_001142302	CCDC113
NM_176815	DHFR2
NM_001267782	AMBRA1
NM_001145678	KIAA0825
NM_001256820	RIT1
NM_001197100	IQCJ
NM_001297673	RPRD2
NM_181893	UBE2D3
NM_014157	CCDC113
NM_018452	TMEM242
NM_001276368	C9orf153
NM_000821	GGCX
NM_001135024	PDHX
NM_005065	SEL1L
NM_001322404	HIKESHI
NM_001321053	SRGN
NM_018330	SHTN1
NM_001318067	MAPK10
NM_017761	PNRC2
NM_021184	C6orf47
NM_001286229	DTL
NM_001166158	PDHX
NM_198529	EFCAB5
NM_032632	PAPOLA
NM_080827	WFDC6
NM_001085368	ZNF655
NM_177552	SULT1A3
NM_017749	AMBRA1
NM_004966	HNRNPF
NM_001134406	RUNDC3B
NM_001322092	CNOT7
NM_001098205	HNRNPF
NM_016516	VPS54
NM_001323050	PHTF1
NM_198182	GRHL1
NM_001135863	ETFBKMT
NM_001297770	MRPS18C
NM_014657	TTI1
NM_199185	NPM1
NM_020165	RAD18
NM_001293627	PAPOLA
NM_001199329	FPGT
NM_001318068	MAPK10
NM_001297674	RPRD2
NM_001184819	GNL3L
NM_001278593	ALDH6A1
NM_033390	ZC3H12C
NM_001319210	CDC14A
NM_003588	CUL4B
NM_130839	UBE3A
NM_002454	MTRR
NM_001286230	DTL
NM_001253835	IGFBP7
NM_001190848	CNOT4
NM_001100409	SENP6
NM_001040200	CLDND1
NM_001297768	CETN3
NM_006231	POLE
NM_181892	UBE2D3
NM_001202438	EDRF1
NM_001184690	NPNT
NM_001001976	ATE1
NM_006269	RP1
NM_001270492	SREK1
NM_138494	ZNF655
NM_001204101	CASC1
NM_001317343	CDKN2AIP
NM_001286568	ZRANB3
NM_138982	MAPK10
NM_001300837	SP7
NM_032139	ANKRD27
NM_001198689	LEPR
NM_001276367	C9orf153
NM_031296	RAB33B
NM_001290260	PHF3
NM_001256476	WDR92
NM_001305145	TMEFF2
NM_025107	MYCT1
NM_001136258	SGMS2
NM_032850	ZFYVE19
NM_001199621	NCOA7
NM_001145064	CASTOR2
NM_004845	PCYT1B
NM_006999	TENT4A
NM_000826	GRIA2
NM_001323258	KLHL32
NM_001163265	PCYT1B
NM_015147	CEP68
NM_024556	FAM118B
NM_001199302	CNOT2
NM_001039141	TRIOBP
NM_018457	PRR13
NM_152556	BMT2
NM_012170	FBXO22
NM_001762	CCT6A
NM_001284247	SIPA1L1
NM_001272042	RPS6KB1
NM_001206540	CAPZB
NM_001247990	MIA2
NM_021219	JAM2
NM_015342	PPWD1
NM_001308251	BCAR3
NM_003764	STX11
NM_001270407	JAM2
NM_001017992	ACTBL2
NM_001008493	ENAH
NM_020653	ZNF287
NM_001029839	TCAIM
NM_030920	ANP32E
NM_032184	SYDE2
NM_001301107	WASHC3
NM_001308128	ZCCHC10
NM_002460	IRF4
NM_030569	ITIH5
NM_206836	ECI2
NM_003662	PIR
NM_019891	ERO1B
NM_199160	LHX6
NM_024793	CLUAP1
NM_001242503	DIO2
NM_001270383	ENKUR
NM_001199303	CNOT2
NM_001167741	MTX3
NM_001042452	STK26
NM_001134848	CCDC152
NM_001289022	FAM177A1
NM_001029840	TCAIM
NM_001308129	ZCCHC10
NM_004099	STOM
NM_016338	IPO11
NM_001258390	LAYN
NM_000793	DIO2
NM_001242335	LHX6
NM_001009186	CCT6A
NM_001302647	COLCA1
NM_207520	RTN4
NM_004499	HNRNPAB
NM_001170738	IQSEC3
NM_001085372	UQCC3
NM_012249	RHOQ
NM_203356	MIA2
NM_145010	ENKUR
NM_001123329	ZBTB1
NM_001302648	COLCA1
NM_207429	COLCA1
NM_001010891	MTX3
NM_001321863	RTN4
NM_014444	TUBGCP4
NM_005402	RALA
NM_001031835	PHKB
NM_022831	AIDA
NM_012199	AGO1
NM_001317122	AGO1
NM_015626	WSB1
NM_001280559	ANP32E
NM_130767	ACOT12
NM_001321904	RTN4
NM_001006684	TCEAL8
NM_001319046	EIF2A
NM_003584	DUSP11
NM_001163264	PCYT1B
NM_001284246	SIPA1L1
NM_005930	MIA2
NM_001005354	PRR13
NM_001278596	ANO2
NM_001258391	LAYN
NM_001242333	LHX6
NM_001242366	SLC46A1
NM_020804	PACSIN1
NM_004261	SELENOF
NM_001025300	RAB12
NM_001193363	EXD2
NM_001032396	PJA1
NM_001190956	ADAM18
NM_001042453	STK26
NM_005652	TERF2
NM_015191	SIK2
NM_012344	NTSR2
NM_022142	ELSPBP1
NM_022368	PJA1
NM_001276289	PRKAR1A
NM_001134779	IPO11
NM_138991	BACE2
NM_002199	IRF2
NM_001321862	RTN4
NM_001320340	SVIP
NM_001300816	ZCCHC10
NM_001270433	CDK2AP1
NM_001008541	MXI1
NM_001083964	TDRKH
NM_001130860	HEPH
NM_207582	ERVFRD-1
